"","Parameter","If other","Unit","Study","Pathogen","Variant/Strain","Host","Host type","Host breed","Host Age (group)","Host other characterics","Inoculated / Contact","Vaccine","Value","Lower confidence/credible level","Upper confidence / credible level","Frequentist / Bayesian estimation","Remarks","Reference","doi","Filled in by:"
"86","Latent period",NA,"days","Field","Avian Influenza","H5N1","Poultry",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Marquetoux et al.","https://doi.org/10.1111%2Ftbed.14711","AA"
"87","Latent period",NA,"days","Field","Avian Influenza","H5N1","Poultry",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Marquetoux et al.","https://doi.org/10.1111%2Ftbed.14712","AA"
"88","Latent period",NA,"days","Field","Avian Influenza","H5N1","Poultry",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Marquetoux et al.","https://doi.org/10.1111%2Ftbed.14713","AA"
"89","Latent period",NA,"days","Field","Avian Influenza","H7N7","Chickens",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Stegeman et al.","https://doi.org/10.1111%2Ftbed.14719","AA"
"90","Latent period",NA,"days","Field","Avian Influenza","H7N7","Chickens",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Stegeman et al.","https://doi.org/10.1111%2Ftbed.14720","AA"
"91","Latent period",NA,"days","Experimental","Avian Influenza","H7N1","Chickens",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Gonzales et al.","https://doi.org/10.1111%2Ftbed.14721","AA"
"92","Latent period",NA,"days","Experimental","Avian Influenza","H7N1","Chickens",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Gonzales et al.","https://doi.org/10.1111%2Ftbed.14722","AA"
"93","Latent period",NA,"days","Experimental","Avian Influenza","H7N3","Chickens",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Gonzales et al.","https://doi.org/10.1111%2Ftbed.14723","AA"
"94","Latent period",NA,"days","Experimental","Avian Influenza","H7N3","Chickens",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Gonzales et al.","https://doi.org/10.1111%2Ftbed.14724","AA"
"95","Latent period",NA,"days","Field","Avian Influenza","H7N3","Chickens, layers",NA,NA,NA,NA,NA,NA,0.02,0.01,0.04,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Gonzales et al.","https://doi.org/10.1111%2Ftbed.14726","AA"
"96","Latent period",NA,"days","Field","Avian Influenza","H7N3","Chickens, layers",NA,NA,NA,NA,NA,NA,0.03,0.01,0.04,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Gonzales et al.","https://doi.org/10.1111%2Ftbed.14728","AA"
"97","Latent period",NA,"days","Experimental","Avian Influenza","H7N7","Layer chickens",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Gonzales et al.","https://doi.org/10.1111%2Ftbed.14729","AA"
"98","Latent period",NA,"days","Experimental","Avian Influenza","H7N7","Layer chickens",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Gonzales et al.","https://doi.org/10.1111%2Ftbed.14730","AA"
"99","Latent period",NA,"days","Experimental","Avian Influenza","H7N7","Layer chickens",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Gonzales et al.","https://doi.org/10.1111%2Ftbed.14731","AA"
"100","Latent period",NA,"days","Experimental","Avian Influenza","H7N7","Layer chickens",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Gonzales et al.","https://doi.org/10.1111%2Ftbed.14732","AA"
"101","Latent period",NA,"days","Experimental","Avian Influenza","H5N2","Chickens",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Claes et al.","https://doi.org/10.1111%2Ftbed.14733","AA"
"102","Latent period",NA,"days","Experimental","Avian Influenza","H5N2","Chickens",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Claes et al.","https://doi.org/10.1111%2Ftbed.14734","AA"
"103","Latent period",NA,"days","Experimental","Avian Influenza","H7N1","Chickens",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Claes et al.","https://doi.org/10.1111%2Ftbed.14735","AA"
"104","Latent period",NA,"days","Experimental","Avian Influenza","H7N1","Chickens",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Claes et al.","https://doi.org/10.1111%2Ftbed.14736","AA"
"105","Latent period",NA,"days","Experimental","Avian Influenza","H5N2","Chickens",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Van der Goot et al.","https://doi.org/10.1111%2Ftbed.14747","AA"
"106","Latent period",NA,"days","Experimental","Avian Influenza","H5N2","Chickens",NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Van der Goot et al.","https://doi.org/10.1111%2Ftbed.14748","AA"
"107","Latent period",NA,"days","Experimental","Avian Influenza","H5N2","Chickens",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Van der Goot et al.","https://doi.org/10.1111%2Ftbed.14749","AA"
"108","Latent period",NA,"days","Experimental","Avian Influenza","H5N2","Chickens",NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Van der Goot et al.","https://doi.org/10.1111%2Ftbed.14750","AA"
"109","Latent period",NA,"days","Experimental","Avian Influenza","H5N2","Chickens",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Van der Goot et al.","https://doi.org/10.1111%2Ftbed.14751","AA"
"110","Latent period",NA,"days","Experimental","Avian Influenza","H5N2","Chickens",NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Van der Goot et al.","https://doi.org/10.1111%2Ftbed.14752","AA"
"111","Latent period",NA,"days","Experimental","Avian Influenza","H5N1","Layer chickens",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Spekreijse et al.","https://doi.org/10.1111%2Ftbed.14753","AA"
"112","Latent period",NA,"days","Experimental","Avian Influenza","H5N1","Layer chickens",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Spekreijse et al.","https://doi.org/10.1111%2Ftbed.14754","AA"
"113","Latent period",NA,"days","Experimental","Avian Influenza","H5N1","Layer chickens",NA,NA,NA,NA,NA,NA,1.9,1.5,2.2,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Spekreijse et al.","https://doi.org/10.1111%2Ftbed.14755","AA"
"114","Latent period",NA,"days","Experimental","Avian Influenza","H5N1","Layer chickens",NA,NA,NA,NA,NA,NA,1.4,0.3,2.6,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Spekreijse et al.","https://doi.org/10.1111%2Ftbed.14756","AA"
"115","Latent period",NA,"days","Experimental","Avian Influenza","H5N1","Layer chickens",NA,NA,NA,NA,NA,NA,1.1,0.9,1.3,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Spekreijse et al.","https://doi.org/10.1111%2Ftbed.14757","AA"
"116","Latent period",NA,"days","Experimental","Avian Influenza","H5N1","Layer chickens",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Spekreijse et al.","https://doi.org/10.1111%2Ftbed.14758","AA"
"117","Latent period",NA,"days","Experimental","Avian Influenza","H5N1","Chickens",NA,NA,NA,NA,NA,NA,0.2,0.049,0.43,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Bouma et al.","https://doi.org/10.1111%2Ftbed.14772","AA"
"118","Latent period",NA,"days","Experimental","Avian Influenza","H5N1","Chickens",NA,NA,NA,NA,NA,NA,0.44,0.14,0.87,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Bouma et al.","https://doi.org/10.1111%2Ftbed.14773","AA"
"119","Latent period",NA,"days","Field","Avian Influenza","H7N1","Poultry",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Mannelli et al.","https://doi.org/10.1111%2Ftbed.14774","AA"
"120","Latent period",NA,"days","Field","Avian Influenza","H7N1","Poultry",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Mannelli et al.","https://doi.org/10.1111%2Ftbed.14775","AA"
"121","Latent period",NA,"days",NA,"Avian Influenza","H5N1","Chickens, ducks and geese",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Walker et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"122","Latent period",NA,"days",NA,"Avian Influenza","H5N1","Poultry",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Walker et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"123","Latent period",NA,"days",NA,"Avian Influenza","H5N1","Poultry",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Pelletier et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"124","Latent period",NA,"days",NA,"Avian Influenza","H5N2","Poultry",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Rorres et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"125","Latent period",NA,"days",NA,"Avian Influenza","H5N2","Poultry",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Rorres et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"126","Latent period",NA,"days",NA,"Avian Influenza","H5N2","Chickens and turkeys",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Bonney et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"127","Latent period",NA,"days",NA,"Avian Influenza","H5N2","Turkeys",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Ssematimba et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"128","Latent period",NA,"days",NA,"Avian Influenza","H5N6","Poultry",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Salvador et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"129","Latent period",NA,"days",NA,"Avian Influenza","H5N6","Poultry",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Salvador et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"130","Latent period",NA,"days",NA,"Avian Influenza","H5N6","Chickens, ducks and quails",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Yoo et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"131","Latent period",NA,"days",NA,"Avian Influenza","H5N8","Chickens and ducks",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Hobbelen et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"132","Latent period",NA,"days",NA,"Avian Influenza","H5N8","Chickens and ducks",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Hobbelen et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"133","Latent period",NA,"days",NA,"Avian Influenza","H5N8","Galliformes and palmipeds",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Andronico et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"134","Latent period",NA,"days",NA,"Avian Influenza","H5N8","Ducks",NA,NA,NA,NA,NA,NA,0.17,0.03,0.38,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Vergne et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"135","Latent period",NA,"days",NA,"Avian Influenza","H5N8","Chickens",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Hayma et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"136","Latent period",NA,"days",NA,"Avian Influenza","H7N1","Chickens, turkeys and others",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Dorigatti et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"137","Latent period",NA,"days",NA,"Avian Influenza","H7N3","Poultry",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Smith & Dunipace","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"138","Latent period",NA,"days",NA,"Avian Influenza","H7N7","Poultry",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Stegeman et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"139","Latent period",NA,"days",NA,"Avian Influenza","H7N7","Poultry",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Le Menach et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"140","Latent period",NA,"days",NA,"Avian Influenza","H7N7","Poultry",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Boender et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
