"parameter","if_other","unit","scale","study_type","pathogen","variant_strain","host","host_type","host_breed","host_age","host_other","inoculated_contact","vaccine","value","lower_cl","upper_cl","estimation_type","estimation_method","remarks","ref_short","year","ref","filled_by"
"Latent period",NA,"days","Farm","Field","Avian Influenza","HPAI H7N7","Poultry",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675 and Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Stegeman et al., 2004",2004,"https://doi.org/10.1086/425583","AA/SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","LPAI H7N1 (A/turkey/Italy/1067/99)","Chickens","SPF","White leghorn","Six weeks",NA,"Inoculated",NA,1,NA,NA,"Frequentist","Calculated","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Gonzales et al., 2011",2011,"https://doi.org/10.1016/j.vetmic.2011.04.022","AA/SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","LPAI H7N3","Chickens","SPF","White leghorn","Six weeks",NA,"Inoculated",NA,1,NA,NA,"Frequentist","Calculated","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Gonzales et al., 2012b",2012,"https://doi.org/10.1016/j.prevetmed.2012.06.010","AA/SL"
"Latent period",NA,"days","Individual bird","Field","Avian Influenza","LPAI H7N3","Chickens","Layers",NA,NA,NA,NA,NA,0.02,0.01,0.04,"Frequentist","Least squares","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Gonzales et al., 2012b",2012,"https://doi.org/10.1016/j.prevetmed.2012.06.010","AA/SL"
"Latent period",NA,"days","Individual bird","Field","Avian Influenza","LPAI H7N3","Chickens","Layers",NA,NA,NA,NA,NA,0.03,0.01,0.04,"Frequentist","Least squares","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Gonzales et al., 2012b",2012,"https://doi.org/10.1016/j.prevetmed.2012.06.010","AA/SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","LPAI H7N7 (A/Chicken/Netherlands/2006)","Chickens","Layers","Lohmann Brown, Lohmann White","32-35 weeks",NA,"Inoculated",NA,1,NA,NA,"Frequentist","Calculated","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Gonzales et al., 2012a",2012,"https://doi.org/10.1016/j.vetmic.2011.09.016","AA/SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","LPAI H5N2 (A/Ch/Belgium/150VB/99)","Chickens","SPF",NA,"4-6 weeks","Grid floor","Contact",NA,2,NA,NA,"Frequentist","Calculated","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Claes et al., 2013",2013,"https://doi.org/10.1017/s0950268813000125","AA/SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","LPAI H5N2 (A/Ch/Belgium/150VB/99)","Chickens","SPF",NA,"4-6 weeks","Litter floor","Contact",NA,2,NA,NA,"Frequentist","Calculated","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Claes et al., 2013",2013,"https://doi.org/10.1017/s0950268813000125","AA/SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","LPAI H7N1 (A/Ch/Italy/1067/v99)","Chickens","SPF",NA,"4-6 weeks","Grid floor","Contact",NA,1,NA,NA,"Frequentist","Calculated","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Claes et al., 2013",2013,"https://doi.org/10.1017/s0950268813000125","AA/SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","LPAI H7N1 (A/Ch/Italy/1067/v99)","Chickens","SPF",NA,"4-6 weeks","Litter floor","Contact",NA,2,NA,NA,"Frequentist","Calculated","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Claes et al., 2013",2013,"https://doi.org/10.1017/s0950268813000125","AA/SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","LPAI H5N2 (A/Chicken/Pennsylvania/21525/83)","Chickens","SPF","White leghorn","Six weeks",NA,NA,NA,1,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Van der Goot et al., 2003",2003,"https://doi.org/10.1017/S0950268803001067","AA/SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","LPAI H5N2 (A/Chicken/Pennsylvania/21525/83)","Chickens","SPF","White leghorn","Six weeks",NA,NA,NA,2,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Van der Goot et al., 2003",2003,"https://doi.org/10.1017/S0950268803001067","AA/SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","HPAI H5N2 (A/Chicken/Pennsylvania/1370/83)","Chickens","SPF","White leghorn","Six weeks",NA,NA,NA,1,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Van der Goot et al., 2003",2003,"https://doi.org/10.1017/S0950268803001067","AA/SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","HPAI H5N2 (A/Chicken/Pennsylvania/1370/83)","Chickens","SPF","White leghorn","Six weeks",NA,NA,NA,2,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Van der Goot et al., 2003",2003,"https://doi.org/10.1017/S0950268803001067","AA/SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","HPAI H5N2 (A/Chicken/Pennsylvania/1370/83)","Chickens","SPF","White leghorn","Six weeks","Titres against LPAI H5N2",NA,NA,1,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Van der Goot et al., 2003",2003,"https://doi.org/10.1017/S0950268803001067","AA/SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","HPAI H5N2 (A/Chicken/Pennsylvania/1370/83)","Chickens","SPF","White leghorn","Six weeks","Titres against LPAI H5N2",NA,NA,2,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Van der Goot et al., 2003",2003,"https://doi.org/10.1017/S0950268803001067","AA/SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","HPAI H5N1 (A/turkey/Turkey/1/2005)","Chickens","Layers","White leghorn","Five weeks",NA,"Inoculated",NA,2,NA,NA,"Frequentist","Calculated","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Spekreijse et al., 2011",2011,"https://doi.org/10.1016/j.vetmic.2010.06.012","AA/SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","HPAI H5N1 (A/turkey/Turkey/1/2005)","Chickens","Layers","White leghorn","Five weeks",NA,"Inoculated",NA,1,NA,NA,"Frequentist","Calculated","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Spekreijse et al., 2011",2011,"https://doi.org/10.1016/j.vetmic.2010.06.012","AA/SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","HPAI H5N1 (A/turkey/Turkey/1/2005)","Chickens","Layers","White leghorn","Five weeks",NA,"Inoculated",NA,1.9,1.5,2.2,"Frequentist","Calculated","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Spekreijse et al., 2011",2011,"https://doi.org/10.1016/j.vetmic.2010.06.012","AA/SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","HPAI H5N1 (A/turkey/Turkey/1/2005)","Chickens","Layers","White leghorn","Five weeks",NA,"Inoculated",NA,1.4,0.3,2.6,"Frequentist","Calculated","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Spekreijse et al., 2011",2011,"https://doi.org/10.1016/j.vetmic.2010.06.012","AA/SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","HPAI H5N1 (A/turkey/Turkey/1/2005)","Chickens","Layers","White leghorn","Five weeks",NA,"Inoculated",NA,1.1,0.9,1.3,"Frequentist","Calculated","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Spekreijse et al., 2011",2011,"https://doi.org/10.1016/j.vetmic.2010.06.012","AA/SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","HPAI H5N1 (A/turkey/Turkey/1/2005)","Chickens","Layers","White leghorn","Five weeks",NA,"Inoculated",NA,1,NA,NA,"Frequentist","Calculated","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Spekreijse et al., 2011",2011,"https://doi.org/10.1016/j.vetmic.2010.06.012","AA/SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","HPAI H7N7 (A/Chicken/Netherlands/621557/03)","Chickens","SPF","White leghorn","Six weeks",NA,NA,NA,2,NA,NA,NA,"Assumed",NA,"Van der Goot et al., 2005",2005,"https://doi.org/10.1073/pnas.0505098102","SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","HPAI H5N1 (A/Chicken/Legok/2003)","Chickens","SPF Chicken layers",NA,"Four weeks",NA,NA,NA,0.2,0.049,0.43,"Bayesian","MCMC","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Bouma et al., 2009",2009,"https://doi.org/10.1371/journal.ppat.1000281","AA/SL"
"Latent period",NA,"days","Individual bird","Experimental","Avian Influenza","HPAI H5N1 (A/Chicken/Legok/2003)","Chickens","SPF Chicken layers",NA,"Four weeks",NA,NA,NA,0.44,0.14,0.87,"Bayesian","MCMC","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Bouma et al., 2009",2009,"https://doi.org/10.1371/journal.ppat.1000281","AA/SL"
"Latent period",NA,"days","Farm","Field","Avian Influenza","HPAI H7N1","Poultry",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review https://doi.org/10.1111/tbed.14675","Mannelli et al., 2007",2007,"https://doi.org/10.1016/j.prevetmed.2007.04.017","AA/SL"
"Latent period",NA,"days","Tambon","Field","Avian Influenza","HPAI H5N1","Chickens, Ducks, Geese",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Walker et al., 2012",2012,"https://doi.org/10.1098/rsif.2012.0022","TV/AA/SL"
"Latent period",NA,"days","Commune","Field","Avian Influenza","HPAI H5N1","Poultry",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Walker et al., 2010",2010,"https://doi.org/10.1371/journal.pcbi.1000683","TV/AA/SL"
"Latent period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N1","Poultry",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Pelletier et al., 2012",2012,"https://doi.org/10.1007/s11250-012-0124-2","TV/AA/SL"
"Latent period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N2","Poultry",NA,NA,NA,NA,NA,NA,4,NA,NA,"Frequentist","Least absolute deviations","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Rorres et al., 2011a",2011,"https://doi.org/10.1637/9429-061710-Reg.1","TV/AA/SL"
"Latent period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N2","Poultry",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Rorres et al., 2011b",2011,"https://doi.org/10.1016/j.epidem.2011.02.003","TV/AA/SL"
"Latent period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N2","Chickens, Turkeys",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Bonney et al., 2018",2018,"https://doi.org/10.1371/journal.pone.0204262","TV/AA/SL"
"Latent period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N6","Chickens, Ducks, Quails",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Yoo et al., 2021",2021,"https://doi.org/10.1038/s41598-021-03284-x","TV/AA/SL"
"Latent period",NA,"days","Individual bird","Field","Avian Influenza","HPAI H5N8","Chickens","Layers",NA,NA,NA,NA,NA,2,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Hobbelen et al., 2020",2020,"https://doi.org/10.1038/s41598-020-68623-w","TV/AA/SL"
"Latent period",NA,"days","Individual bird","Field","Avian Influenza","HPAI H5N8","Chickens","Layers",NA,NA,NA,NA,NA,1,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Hobbelen et al., 2020",2020,"https://doi.org/10.1038/s41598-020-68623-w","TV/AA/SL"
"Latent period",NA,"days","Individual bird","Field","Avian Influenza","HPAI H5N8","Ducks","Broilers",NA,NA,NA,NA,NA,1,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Hobbelen et al., 2020",2020,"https://doi.org/10.1038/s41598-020-68623-w","TV/AA/SL"
"Latent period",NA,"days","Individual bird","Field","Avian Influenza","HPAI H5N8","Ducks","Broilers",NA,NA,NA,NA,NA,1,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Hobbelen et al., 2020",2020,"https://doi.org/10.1038/s41598-020-68623-w","TV/AA/SL"
"Latent period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N8","Galliformes, Palmipeds",NA,NA,NA,NA,NA,NA,1,NA,NA,"Bayesian","DIC","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Andronico et al., 2019",2019,"https://doi.org/10.1016/j.epidem.2019.03.006","TV/AA/SL"
"Latent period",NA,"days","Individual bird","Field","Avian Influenza","HPAI H5N8","Ducks","Mule ducks",NA,NA,NA,NA,NA,0.17,0.03,0.38,"Bayesian","ABC","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Vergne et al., 2021",2021,"https://doi.org/10.1111/tbed.14202","TV/AA/SL"
